"","length","GCcomp","trans_tbl","circular","CRISPR_hit","Genus","Species","Health_status","Location","tRNA_freq","tmRNA_freq","Study","Habitat","family","nomen_family","nomen_subfamily","nomen_genus","nomen_species","type_strain","clusters_ward","clusters_pam","orthologs_shared_clusters","ani_clusters","ncbi_acc","exemplar"
"MT774379",92600,0.287,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Gregory_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Besingivirus","coli",TRUE,12,11,5,118,"MT774379","uncultured phage cr118_1"
"MT774378",101662,0.334,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,13,1,"Stockdale_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Mahstovirus","faecalis",TRUE,6,9,50,106,"MT774378","uncultured phage cr106_1"
"MT774377",93787,0.32,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Stockdale_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinihominis",TRUE,4,13,36,107,"MT774377","uncultured phage cr107_1"
"MT774376",98340,0.319,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,0,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus","intestinalis",TRUE,10,8,21,55,"MT774376","uncultured phage cr55_1"
"MT774375",98826,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,3,1,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","hiberniae",TRUE,10,12,20,50,"MT774375","uncultured phage cr50_1"
"MT774411",97886,0.363,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Buhlduvirus","animalis",TRUE,8,11,13,273,"MT774411","uncultured phage cr273_1"
"MT774410",98667,0.362,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Buhlduvirus","porcinus",TRUE,8,11,13,272,"MT774410","uncultured phage cr272_1"
"MT774409",96717,0.353,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Cacepaovirus","simiae",TRUE,8,11,19,131,"MT774409","uncultured phage cr131_1"
"MT774408",94826,0.318,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Chuhaivirus","simiae",TRUE,8,11,18,130,"MT774408","uncultured phage cr130_1"
"MT774407",98095,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Shkoporov_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hominis",TRUE,12,10,2,125,"MT774407","uncultured phage cr125_1"
"MT774406",101532,0.358,15,TRUE,"Eubacterium_eligens","Eubacterium","eligens",NA,NA,4,1,"Shkoporov_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","faecalis",TRUE,8,5,11,124,"MT774406","uncultured phage cr124_1"
"MT774403",98557,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Rudkin_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","coli",TRUE,7,7,8,113,"MT774403","uncultured phage cr113_1"
"MT774402",103832,0.357,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","coli",TRUE,8,5,11,7,"MT774402","uncultured phage cr7_1"
"MT774401",97422,0.309,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,1,0,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","faecalis",TRUE,11,4,1,6,"MT774401","uncultured phage cr6_1"
"MT774400",96055,0.335,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus","hominis",TRUE,7,7,10,4,"MT774400","uncultured phage cr4_1"
"MT774399",99168,0.331,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","splanchnicus",TRUE,7,7,8,109,"MT774399","uncultured phage cr109_1"
"MT774398",100198,0.331,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,3,1,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hominis",TRUE,7,7,8,60,"MT774398","uncultured phage cr60_1"
"MT774397",97290,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","faecalis",TRUE,7,7,8,56,"MT774397","uncultured phage cr56_1"
"MT774396",101153,0.33,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,3,0,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus","americanus",TRUE,7,7,9,53,"MT774396","uncultured phage cr53_1"
"MT774395",103665,0.347,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Stockdale_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","copri",TRUE,7,7,8,52,"MT774395","uncultured phage cr52_1"
"NC_049978",99915,0.321,11,TRUE,"Unknown","Unknown","Unknown","HIV","The Netherlands",22,0,"Oude_munnink_etal_2014","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Paundivirus","hollandii",TRUE,6,9,58,117,"KJ003983","IAS virus"
"NC_049977",102679,0.347,11,TRUE,"Unknown","Bacteroides","intestinalis",NA,NA,NA,NA,"Shkoporov_etal_2018","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kehishuvirus","primarius",TRUE,6,9,41,59,"MH675552","Bacteroides phage crAss001"
"AP017903",99517,0.423,11,TRUE,NA,"Azobacteroides","pseudotrichonymphae",NA,"Japan",1,0,NA,"Termite gut","Betacrassviridae","Steigviridae","Asinivirinae","Dechshavirus","japanensis",TRUE,6,14,108,332,"AP017903","Azobacteroides phage ProJPt-Bp1"
"KC821612",72529,0.381,11,TRUE,NA,"Cellulophaga","baltica",NA,"Baltic Sea",16,0,"Holmfeldt_etal_2013","Marine","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,318,"KC821612",NA
"MH552500",90023,0.291,11,TRUE,NA,NA,NA,NA,"USA",0,0,NA,"Mammalian gut","Alphacrassviridae","Intestiviridae","Obtuvirinae","Wotdevirus","murinus",TRUE,9,3,102,333,"MH552500","crAssphage sp. isolate ctcc615"
"MH616963",94878,0.285,11,TRUE,NA,NA,NA,NA,"USA",0,0,NA,"Mammalian gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Whopevirus","animalis",TRUE,3,3,103,324,"MH616963","crAssphage sp. isolate ctbg_1"
"MK069403",96283,0.292,11,TRUE,NA,NA,NA,"Healthy","Mexico",NA,NA,NA,"Human gut",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,5,"MK069403",NA
"MK238400",97757,0.292,11,TRUE,NA,NA,NA,"Healthy","South Africa",0,0,NA,"Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,"MK238400",NA
"MN582082",58446,0.412,11,TRUE,NA,NA,NA,NA,"USA",1,0,NA,"Freshwater","Marine_1","Marine_1","Marine_1",NA,NA,TRUE,15,14,NA,334,"MN582082","uncultured phage cr334_1"
"MN692986",87365,0.304,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,338,"MN692986","uncultured phage cr338_1"
"MN693026",86593,0.304,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,309,"MN693026","uncultured phage cr309_1"
"MN693034",86430,0.307,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,337,"MN693034","uncultured phage cr337_1"
"MN693163",59879,0.441,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,327,"MN693163","uncultured phage cr327_1"
"MN693182",61178,0.46,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,329,"MN693182","uncultured phage cr329_1"
"MN693201",59920,0.371,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,304,"MN693201","uncultured phage cr304_1"
"MN693279",60925,0.461,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,310,"MN693279","uncultured phage cr310_1"
"MN693398",65241,0.328,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,303,"MN693398","uncultured phage cr303_1"
"MN693496",58082,0.368,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,314,"MN693496","uncultured phage cr314_1"
"MN693725",69695,0.31,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,335,"MN693725","uncultured phage cr335_1"
"MN693779",59523,0.306,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,328,"MN693779","uncultured phage cr328_1"
"MN693856",60627,0.388,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,305,"MN693856",NA
"MN694042",64929,0.309,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,311,"MN694042","uncultured phage cr311_1"
"MN694379",61045,0.389,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,305,"MN694379","uncultured phage cr305_1"
"MN694485",66205,0.31,11,TRUE,NA,NA,NA,NA,"Pacific Ocean",NA,NA,"Beaulaurier_etal_2020","Marine plankton",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,317,"MN694485","uncultured phage cr317_1"
"MN917146",93030,0.32,11,TRUE,NA,"Bacteroides","xylanisolvens","Healthy","Ireland",0,0,"Guerin_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","secundus",TRUE,4,13,36,98,"MN917146","Bacteroides phage crAss002"
"MT006214",98458,0.289,11,TRUE,NA,NA,NA,NA,"Russia",0,0,"Morozova_etal_2020","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,"MT006214",NA
"MT074136",99494,0.37,11,TRUE,NA,"Bacteroides","thetaiotaomicron",NA,"Bangladesh",12,0,"Hryckowian_etal_2020","Sewage","Betacrassviridae","Steigviridae","Asinivirinae","Wulfhauvirus","bangladeshii",TRUE,6,9,105,316,"MT074136","Bacteroides phage DAC15"
"MT074138",98900,0.37,11,TRUE,NA,"Bacteroides","thetaiotaomicron",NA,"Bangladesh",12,0,"Hryckowian_etal_2020","Sewage","Betacrassviridae","Steigviridae","Asinivirinae","Wulfhauvirus","bangladeshii",FALSE,6,9,105,316,"MT074138",NA
"MT497017",61691,0.316,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497017",NA
"MT497069",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497069",NA
"MT497070",60601,0.318,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497070",NA
"MT497071",59846,0.319,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497071",NA
"MT497072",59979,0.319,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497072",NA
"MT497073",60950,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497073",NA
"MT497074",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,TRUE,16,15,NA,302,"MT497074","uncultured phage cr302_1"
"MT497075",60061,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497075",NA
"MT497076",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497076",NA
"MT497077",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497077",NA
"MT497078",59743,0.32,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497078",NA
"MT497079",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497079",NA
"MT497080",60768,0.318,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497080",NA
"MT497081",60093,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497081",NA
"MT497082",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497082",NA
"MT497083",60377,0.318,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497083",NA
"MT497084",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497084",NA
"MT497085",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497085",NA
"MT497086",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497086",NA
"MT497087",60071,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497087",NA
"MT497088",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497088",NA
"MT497089",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497089",NA
"MT497090",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497090",NA
"MT497091",60393,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497091",NA
"MT497092",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497092",NA
"MT497093",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497093",NA
"MT497094",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497094",NA
"MT497095",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497095",NA
"MT497096",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497096",NA
"MT497097",61110,0.318,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497097",NA
"MT497098",60162,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497098",NA
"MT497099",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497099",NA
"MT497100",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497100",NA
"MT497101",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497101",NA
"MT497102",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497102",NA
"MT497103",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497103",NA
"MT497104",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497104",NA
"MT497105",60466,0.318,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497105",NA
"MT497106",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497106",NA
"MT497107",60198,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497107",NA
"MT497108",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497108",NA
"MT497109",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497109",NA
"MT497110",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497110",NA
"MT497111",60085,0.318,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497111",NA
"MT497112",60086,0.318,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497112",NA
"MT497113",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497113",NA
"MT497114",60064,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497114",NA
"MT497115",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497115",NA
"MT497116",60873,0.316,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497116",NA
"MT497117",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497117",NA
"MT497118",60104,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497118",NA
"MT497119",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497119",NA
"MT497120",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497120",NA
"MT497121",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497121",NA
"MT497122",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497122",NA
"MT497123",60873,0.316,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497123",NA
"MT497124",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497124",NA
"MT497125",60073,0.317,11,TRUE,NA,"Flavobacterium","sp",NA,"Baltic Sea",1,0,"Hoetzinger_etal_unpublished","Marine","Marine_2","Marine_2","Marine_2",NA,NA,FALSE,16,15,NA,302,"MT497125",NA
"MW067000",98005,0.291,11,TRUE,NA,NA,NA,"Infant","South Africa",0,0,NA,"Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,"MW067000",NA
"MW067001",98005,0.291,11,TRUE,NA,NA,NA,"Infant","South Africa",0,0,NA,"Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,"MW067001",NA
"MW067002",99121,0.292,11,TRUE,NA,NA,NA,"Infant","South Africa",0,0,NA,"Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,"MW067002",NA
"MW067003",99127,0.29,11,TRUE,NA,NA,NA,"Infant","South Africa",0,0,NA,"Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,"MW067003",NA
"NC_021789",75994,0.326,11,TRUE,NA,"Cellulophaga","baltica",NA,"Baltic Sea",1,0,"Holmfeldt_etal_2013","Marine","Marine_1","Marine_1","Marine_1",NA,NA,TRUE,15,14,NA,301,"NC_021789","uncultured phage cr301_1"
